"462","High interview","Late","Collection why hundred whole baby eye enjoy face conference few along general sport","true"
"463","Your section","Prevent","Could beat democratic building lose center wait fire possible one","false"
"464","Indeed","Cell","Wear when factor course media less product call skin prepare old","true"
"465","Size","Prevent","Among budget guess down stock guess position positive bank somebody president page something","false"
"467","Try individual","Contain","Evening car although himself career traditional view open inside mission","false"
"468","Where grow","Think","Important tonight event rate cold short campaign","true"
"469","Increase behind","Central","Organization edge stand Democrat traditional rather although","false"
"470","Consumer nor","Generation","Customer go his may radio heavy however per leg fall","true"
"471","Difference end","Think","Outside former what his animal yes friend piece attorney family machine","false"
"472","Will","Part","Other key past west station environmental how drive detail drop pick write management","true"
"473","Drive air","Quickly","Forward money name more friend less full cultural send across someone","false"
"474","Black","Stage","End green anything wish field affect another he husband loss claim professional avoid","true"
"475","Agency upon","Generation","Address write south site dark while event land answer add","false"
"476","Road","Case","Condition agreement include company letter value care recognize production","false"
"477","As full","Stage","Note service over family behavior successful","true"
"478","Without","Base","Worker almost bank five before always","false"
"479","Million catch","Late","Family might the system sure risk number young","true"
"480","I money","Cell","Beyond everything economy respond place during together million cell material individual","true"
"481","Tough doctor","Late","Purpose star its either choose protect oil","true"
"482","Our today","Study","Statement should best you nothing kind","true"
"483","Remember throughout","Training","Enter trial draw better Republican production decision sense point voice to","false"
"484","Feeling","Street","Thank respond military certainly scene reality feel gas allow water food","true"
"485","To","Cell","College suggest information court rather despite plant court lay food answer everyone score","true"
"486","Mission","Base","Cold defense then decade time the evidence figure American ready long","true"
"487","People","Stage","General western himself oil detail share for","false"
"488","Whole clearly","Prevent","Want level from goal run cost heart but difficult space college interest","true"
"489","Reflect nothing","Cell","Success test picture something just Mr","false"
"492","Wide","Study","Game look party last continue we call","false"
"493","That remember","His","Successful or draw agree pay huge different protect","false"
"494","Know actually","Think","Down ground protect strong several figure far level","true"
"496","Republican","Congress","Reduce health avoid area kid fund","true"
"497","It","Late","Trade teach believe case style close think finish media economic sister face","true"
"498","Certainly can","Rate","Left serve social author line light thing clearly court","true"
"500","Me story","Think","Fish rise organization center suffer give method year level","true"
"501","Main he","Money","Daughter table finally drop statement computer three ready property record loss","false"
"502","Couple color","Involve","Herself imagine pay because second lead money pretty participant leg","false"
"503","Heavy","Throughout","Hear continue ever onto reality trial parent space agreement","true"
"504","Product","Quickly","Cover campaign rate personal public fire prepare majority music nothing prepare paper share","true"
"505","Close","Rate","Respond table authority ability itself fire together","true"
"506","Firm","Base","Ability industry wrong series artist clearly production risk","true"
"507","Trade yes","And","World big executive country its performance understand success system interview give behavior week","true"
"508","Win western","His","Allow camera star relationship people per can current","true"
"509","Factor light","Quickly","Include race early civil series material who suddenly institution want","false"
"510","Wait force","Street","Really early financial bit green visit sign dog rather will ask","true"
"511","Career","Always","Everybody officer fly tend morning pass","true"
"512","Way","Money","Step society arrive job wide laugh federal night individual live","true"
"514","One tend","His","Already final must position second all study week million effect","false"
"515","Subject","Contain","Away miss dream range condition notice bill red city reflect authority performance hot","true"
"516","Small company","Less","Cultural second trade TV his expert exactly","true"
"517","Avoid","Contain","Speak heart together near how operation","false"
"518","Number","Part","Per recent large behind sort part","true"
"519","Discuss would","Less","Staff shoulder agree table along trade war father painting","true"
"522","Life","Always","Now them century almost ability within commercial necessary group create science","false"
"523","Want clear","Quickly","Into economic local short Mrs size assume best stand","true"
"524","Might off","Generation","Official owner participant hospital between really evening then our production data note word","true"
"525","Meet","Social","Team resource focus parent account own two hotel since","true"
"526","Congress","Stage","Control difference nor now into themselves common","true"
"528","Letter air","Social","Both seven pay family way seek country exactly","false"
"529","Company energy","Stage","Send away rather people step special between true","false"
"530","About anyone","Contain","Mind standard character when production other everybody choice style","true"
"531","Age hit","Always","Beyond sister use measure turn whose employee","false"
"533","Cut middle","Generation","Fact bit physical budget both child game low color including probably again","true"
"534","Them","And","Scientist treatment bit with more star wonder down difference happy","false"
"535","Sing he","Across","Financial race serve positive day yet control quite","false"
"536","Current","His","She give share cover make work serious","true"
"538","Respond hotel","Across","Such recognize common book or forward run live always deep","false"
"539","Lay understand","Consumer","Environmental discover direction however south office rate","false"
"540","Language","Quickly","Relate protect travel situation catch degree employee character source particularly","true"
"542","Situation","Think","Cold support child avoid industry they establish material car low both","true"
"544","Country two","Base","Draw whole student resource her trade with he range sound","false"
"545","Plant","Grow","Approach in kid understand it general realize fall first","false"
"546","Leader sort","Stage","Reveal red concern section resource property against","false"
"547","Matter spring","Quickly","Base half those fear free avoid evidence later into quickly raise","true"
"548","Future land","Involve","Compare occur operation baby seat according toward effort design describe","false"
"549","Evening","And","Fight east poor close everybody help save whole eye full evidence","true"
"550","Old investment","Money","Thought affect kind really way his send boy generation cold","true"
"551","Family for","Money","Pay political nation matter man cell must become hand difference ask senior","false"
"552","Structure various","Always","Dinner find source probably event yet heavy strong stand country","false"
"553","Budget wear","Cell","Degree public provide degree certainly hand continue ago who study","true"
"554","Citizen","Always","Entire move determine green movement take","false"
"556","Huge mother","Think","Rule American care do total week fall","true"
"557","First","Table","Miss fire describe economic medical art blue","false"
"560","Eye","Social","Realize industry state own report hit letter study","false"
"561","Shake","Money","Research something accept avoid sense network especially year behind any PM she father","true"
"562","Although deep","Central","Society election station strong born quality big among mission low growth into maintain","true"
"563","Half","His","Season few only range remain believe put leader debate theory real case","true"
"565","Rule","Generation","Ahead skill item space treat fast hair event skin may","true"
"566","Into","Less","Technology public college possible both between plant his always very","true"
"567","Take ground","Study","Receive on join western chance reduce southern","false"
"569","Actually particularly","Study","Know prepare on strategy maintain buy hair sea three we","true"
"571","Among deep","Consumer","Degree capital against that decision short suddenly after","false"
"572","In","Firm","Exist partner series affect somebody though want bar interview","false"
"573","Chair","His","Occur rich safe especially war perhaps lead soon","false"
"574","Too project","Stage","Clearly course power animal cut way","false"
"576","Wish","And","Food yard or tend word sell list but low","false"
"577","Item central","Part","Information social nature mouth toward realize soldier senior affect computer impact whom base","true"
"578","Only","Study","Follow model final fight pass site give","false"
"579","Study series","Always","Special tough might first machine certainly","true"
"580","Admit consumer","Late","Nation future trouble dark at game reach knowledge past travel","false"
"581","Fine type","Always","Be seem eight weight mean avoid high cover","false"
"582","Everybody","Throughout","Dog subject mission administration clearly outside","false"
"583","Across them","Generation","Teacher last avoid throughout degree center range leg walk management floor tonight stuff","true"
"584","Door alone","Grow","Fund born on Democrat tree hit thing Republican staff father staff pressure would","true"
"585","That military","Social","Prevent themselves up dog our experience consumer property buy attorney bag eat environment","false"
"586","Window","Study","Remember water under too hear up","false"
"587","Later","Consumer","Thing recognize near media east billion","true"
"588","Page whatever","Quickly","Fill still part quite education west eye discussion bed employee assume site teach","false"
"589","Line","Firm","Smile carry approach establish weight quickly model amount population dinner name son option way","false"
"590","North","Grow","True on decide poor happen social nothing partner certain or trial information","true"
"591","Suggest off","Street","Town they doctor dark create decide record other effect son option those treat","true"
"592","Media hit","Cell","Red election six consider myself news new look middle foreign hold piece","false"
"593","Center","Social","Us heavy resource scene value model determine make open charge general","false"
"594","Decide","Generation","Too difficult line place discover bad although industry simply avoid fly name","true"
"595","Build shoulder","Rate","Nearly answer few try left debate many sign job","false"
"596","Break","Stage","Opportunity force community today often pressure paper field similar truth when official true","false"
"598","Argue commercial","Quickly","Approach scene matter speech weight human water government","false"
"599","Week traditional","Congress","Arrive adult why dinner employee arm","true"
"600","Mouth","Throughout","Other almost low worry develop crime weight certain heart","true"
"601","Reduce change","Congress","Conference past maintain beat entire hair","false"
"603","Now","Throughout","Answer for with check probably side behavior food","true"
"604","Realize light","Street","Second second dog skill box this dream degree","true"
"605","Hundred natural","Rate","Hear room without will organization speech main ago like piece step beyond","true"
"606","Hold","Think","Next fire may once stand Mrs past half million total","false"
"607","Thought lawyer","Case","Ago sport listen more Democrat catch kind painting enjoy brother beat song","false"
"608","Member","Social","Blood half camera administration role assume thus","false"
"610","Course husband","Contain","Memory message family total news result strategy very agree analysis give","false"
"611","Pm","Table","Enter yourself though guy trade country office","false"
"614","Final right","Social","Serve hear dog would affect she back fine point increase ability","true"
"617","There four","Across","These relationship fine suggest commercial keep","true"
"618","Major","Late","Star energy imagine book concern me","false"
"619","Light","And","Discussion among event whom class among use assume imagine ten discover around agree","true"
"620","Final","Always","Into sport attorney surface could bar lead experience expert else energy","true"
"621","Put the","Generation","Help network friend face include section","true"
"623","Eight member","Street","Son account popular debate minute and business idea argue up","true"
"624","News","Grow","Upon describe out customer significant former","false"
"625","Foreign because","Contain","Consumer analysis wish themselves wide American participant these product deal","true"
"626","Sing","Grow","Treatment son effort sing by modern fire capital","false"
"627","Note","Always","Choose ask course western run responsibility everyone fund themselves","true"
"629","Last allow","Throughout","Into officer speech item seven generation","false"
"631","Next allow","Grow","Loss consider dream raise old marriage continue ground and quickly artist","false"
"632","Analysis rather","Case","Gas front cold church base term leg eat","true"
"633","Develop office","Think","Wrong source vote road administration evening talk section ability above happen enjoy how","false"
"634","Want compare","Quickly","Low next clearly magazine pull professional choice final decade take might","false"
"636","What","Consumer","Prevent traditional lot huge finish east me window","true"
"637","Among point","Table","Free poor to site behavior threat guy board","true"
"638","Rock","His","Color according seek attack remember political serve surface eight exist message likely","true"
"640","Pull outside","Rate","Government seem under bank up try morning score it paper wind fund","false"
"641","Prevent allow","Late","Whole performance down involve collection want","false"
"642","Avoid eye","Think","Approach interview there through enter boy first","true"
"643","Good","Table","Break defense community data particular each threat bank","true"
"644","Few","Think","Ahead perform as occur left across","true"
"645","Hard learn","Quickly","Line size those she difference occur east those explain at off","false"
"646","Authority fine","Money","Church street possible TV series win under something degree charge him national enter","false"
"647","Summer","Street","Act himself chair stand budget after ever remain cut later try hundred network","false"
"648","Education voice","Stage","Kitchen medical evidence fear summer have each turn have few how significant skill","true"
"649","Us","Think","Seem major exist if owner however rich down far fall put design","false"
"650","Factor wonder","Cell","Send film federal current manager bed case piece perform ever claim","false"
"651","Friend race","Cell","Politics already space fine strong environmental which figure rich else woman admit along","false"
"652","Court north","Part","Toward study under economy if experience control game PM picture truth","true"
"653","Foreign ok","Stage","Garden wide hair surface cup special better lot","false"
"654","News gas","Grow","Here between staff someone realize history bad teacher lot main sort","true"
"656","Security","Generation","Many standard dinner learn view paper song election southern computer","false"
"657","Sure available","Prevent","Contain here water thousand soon media","true"
"658","Feel","Table","Nature fire including television wind baby matter they","true"
"659","National mean","Contain","Often prepare cause behind impact rock seven finally sister know inside","true"
"660","Material","Involve","Section range structure leg few science least someone kind finish chair","false"
"661","Wear","Table","What agent other although game catch appear","true"
"662","Marriage within","Quickly","Success television of marriage design feel ever","true"
"663","Soldier of","Training","Company high middle red structure between follow game prevent smile century those","true"
"664","There expert","Late","Save offer nice bit everybody song seek mother cold adult job read","true"
"666","Kitchen read","Training","There office institution well public role","false"
"667","Life traditional","Rate","Side Congress only forward table skin rest","true"
"669","Parent","Involve","Probably score two data fear lose bar hope community instead","true"
"670","Parent company","Contain","Guy we step Republican inside return today worker event","true"
"671","Group value","Cell","Year four above water born policy single","false"
"672","Onto state","Late","Explain edge kid he unit quite seven fish forget answer other follow stand","false"
"674","Head author","Consumer","Position keep whether authority concern win service effort line rate by pull","true"
"675","Each shake","Central","Act entire response want pretty high choose so you wear","true"
"676","I","Money","Little investment late describe lay learn","true"
"678","Skill where","Central","Base color among should if summer own there","false"
"679","Last","Money","Matter continue Mr threat activity science woman around reach","false"
"681","Past operation","Table","Off movement call myself give think establish treatment sell","false"
"682","Floor growth","Grow","Very pick evidence space class read doctor base suggest dog","false"
"683","All last","Late","Determine pass employee girl end trade above know cold officer week peace should","true"
"684","Yard much","Street","Tree realize professor yourself control budget nor mouth hit stuff would adult important","true"
"685","Imagine","Case","Fill feel fine time rest reflect so hospital choice anyone treatment point shake","false"
"686","Name represent","Street","These who ball environment community issue its size down","true"
"688","Concern other","Contain","To simply expert fear ahead hundred","false"
"689","Give spring","Congress","Material us understand politics heavy share carry business","false"
"690","Sign","Training","Agency itself fly with western whole third pretty resource vote beautiful","true"
"691","Focus care","Study","President either personal adult lawyer relationship white lose become bad might join","true"
"692","Direction","Money","Black it type education likely issue happen","false"
"693","Total","Contain","Southern consumer role brother effect detail","true"
"696","Movement fact","Late","However camera fund operation dog mean him","true"
"697","Respond","Base","Report million light I let claim foot reflect focus ten behavior","false"
"698","May remain","Study","Fear concern yeah woman control simply different both enough tell phone experience building","true"
"701","Expect law","Social","Next nor they use even grow half air protect term run","true"
"702","Age commercial","Always","Send decide perform field culture since table artist certainly","true"
"703","Machine","Firm","Herself fund other short generation protect us if determine","true"
"705","Moment","Think","Help spring only interest analysis four leader finish upon feeling stuff stock social","false"
"706","Generation","Central","Year better sound help imagine remember second tell perhaps green national current agreement","true"
"707","Message four","Generation","Address yeah list rest old industry","false"
"708","Yes listen","Contain","Common catch never rate appear have far book","false"
"709","Near","Table","Which brother reality fear growth tell standard kind house medical clear","false"
"711","Cut body","Late","Check five off else black agent collection decade foot program fly do question","false"
"712","Young","Money","Phone training TV new image down thought much","false"
"713","Far","Part","Question adult range human while economy","false"
"715","Another","Throughout","Bring tell only painting road oil table political these","false"
"716","National affect","Contain","Matter someone knowledge group improve write field","false"
"717","School practice","Throughout","Whose agency likely other commercial tell compare key choose world door add","false"
"718","Happy","Contain","Your stage kid send number believe after herself agency official defense worry","true"
"719","Teach American","Money","Her pick million those present city could glass as energy weight nice","false"
"720","Mother any","Street","State assume after international form usually thank radio hotel prepare knowledge several see","false"
"721","Child former","Money","Possible sure safe model various west realize question modern discuss activity usually these","false"
"722","Happen","Throughout","Citizen risk fund talk five lose","true"
"723","Old","Part","This with local idea someone beat pressure write environmental create usually ask story","false"
"724","Hope carry","Think","Base finally course throw discuss family prepare","true"
"725","Voice ability","Throughout","None difference rather audience toward after sell read crime middle show cultural camera","true"
"726","No of","Late","As nearly here provide despite only","false"
"727","Game until","Involve","Mouth source crime wonder strong wear option take case almost central","true"
"728","Friend voice","Grow","Pressure security car simple tree will","true"
"729","Institution","Late","Religious then hospital catch believe order project game right benefit police tough safe","false"
"730","Yet recognize","Consumer","Wear civil hard voice each camera our too imagine commercial","false"
"731","Magazine","Street","College focus financial wind way design discussion full bed","true"
"732","Common","Cell","Produce attack day area executive own husband nice board many","false"
"733","Color wait","Across","Thousand material always technology increase key ahead newspaper also","true"
"734","Give","Consumer","Where hope establish toward great very south government goal","true"
"735","Tax those","Case","Reality bag gun provide seem force","false"
"737","Model hit","Table","Hit later network six challenge drive","true"
"739","Low five","Generation","Include radio now answer simply fly much","false"
"741","Fish wear","His","Approach think morning without scientist attack hour prevent spring","true"
"742","Glass","Think","Popular tonight report yet include western card Republican charge east position","false"
"744","Tree project","Cell","Safe risk already land late ability international where ready","true"
"746","Interview language","Contain","Together painting unit make wish who bill son writer","true"
"747","Idea country","Late","Control budget red maybe north he any well able seven","true"
"749","Against list","Think","Grow ability test fish reach follow today sit arm culture piece wait","true"
"751","Seat","Case","Sense economic long on speech national","false"
"752","Get industry","And","Word hear every bring along according guy","true"
"753","Best","Part","Billion sell Republican stop everything shoulder theory article sing defense","true"
"754","Too raise","Stage","Young draw think specific rock bring loss child","false"
"755","Add","Generation","Between left by second bring clear by evidence expert","false"
"756","Guess example","Base","Pressure audience manage value team food those","false"
"758","Help important","Contain","Chance on example party drop general group poor prevent debate see student according","true"
"759","Every end","His","Both benefit avoid difficult buy people design create technology night picture through","false"
"760","Election","And","Speech out pass true marriage one traditional knowledge skin","false"
"761","Song","Central","Run wish view matter exactly whatever such difficult","true"
"763","Attack","Central","House argue tonight hospital voice white final type","true"
"764","Argue","Cell","Community himself event quickly decade policy growth table young economic range","false"
"765","Focus public","Table","Nothing Republican hit this beautiful good real","true"
"766","Individual decade","Central","Edge generation live report half hour bed avoid minute","true"
"767","Great","Prevent","Mr eight board agreement outside loss ever seven late trouble series","true"
"768","Above","Part","Statement debate experience onto goal recognize call its","false"
"769","Question risk","Base","Including these on machine among several","true"
"770","Stage ability","Firm","Perform part structure task on hold him unit measure box far to campaign","true"
"772","Cost four","Congress","Yet similar can prove not learn worker","false"
"773","Stay","Late","Finally education Mr far hit box child each identify card else","false"
"774","Training history","Case","Rest less begin order drop trade floor","true"
"775","Alone","Consumer","Year professional try agency skin teacher direction we up respond suggest how","false"
"776","Fall play","Late","Black Democrat girl hospital from likely teach read start admit sea","false"
"777","To money","Less","Team pretty sea rich although now use","false"
"779","Every","Generation","Realize view recent back economy artist while nation Congress suddenly","true"
"780","Open reflect","Cell","Similar race party positive music field note level power any once coach","false"
"781","Assume miss","Think","Those middle beyond college myself six manage use possible decision","true"
"782","Drive","Contain","Three concern growth worry station rich use security son material pattern","true"
"783","Environmental","Less","Example pick she likely go act","true"
"784","Art will","Base","Leader street memory group west ok until will else main first help","true"
"785","Series many","Late","Do might report player piece about nothing","true"
"786","Water","Cell","Size meet since walk human scene west course very there between","true"
"787","Relate","Cell","Suddenly project father look on local very although leave network establish support","false"
"788","Interview","Throughout","Single relate town attack along reality teach allow Democrat by","true"
"789","Think world","And","Bag treatment director produce push cover she","true"
"790","Team without","Less","Stop others society number set energy management remain government piece father sister","false"
"792","Image day","Across","Possible article tell social no last statement cost develop important give","true"
"793","South hair","Case","Bill phone capital simply read although heavy","true"
"794","Lay election","Central","Take shoulder pick child drive which board support to stop audience seven anyone","true"
"795","Rate","Grow","Interesting wife cause amount arrive down role sound court tonight","false"
"796","The","Contain","However build take either do down act two difference paper something popular recognize","true"
"797","Front","Congress","Effort example week rule amount all expert price sign","false"
"798","Statement","Generation","Gun few attorney claim head hour religious national","true"
"799","Able","Training","Performance production then though moment study teach perhaps culture brother over","false"
"800","Community","Base","Career drop should leader whether they Democrat","true"
"801","Particular","Firm","Strategy safe reach address offer well keep effect","false"
"802","Natural statement","Prevent","Successful produce some image leave he source small mind official guess for","false"
"803","Clear","Study","Lay difference per look crime current discover","true"
"804","Scene yes","Base","Treat eye address choose life station quickly together","false"
"805","Network ten","Prevent","Off image move alone ever plant land guess","true"
"806","Kitchen customer","Training","Week the measure month already newspaper technology discover believe","false"
"807","Pattern","Think","Community meeting play apply interesting become which","true"
"808","Age instead","Less","Street probably break current major staff science car","true"
"809","Eat","Training","Activity above spring despite give economic meeting government","true"
"810","Power determine","Always","Scene draw mind hold section quality wall crime detail painting difference who","false"
"811","Manage section","Street","Best local two college popular process research concern specific remain successful in understand wall","true"
"812","Policy","His","Their effort music behind audience themselves","true"
"813","Serious school","Cell","From figure pick become across late past","true"
"814","Nation push","Table","Stock party stop ready public often to together","true"
"815","Whose list","Prevent","Season indicate ask rest brother field","true"
"816","Difficult area","Always","They thought already citizen perhaps despite teach box","false"
"817","Major their","Across","Reality item writer when similar special about above rise test ago may behavior religious","false"
"818","Shoulder necessary","Rate","New culture seat level much subject new television kid really drive","false"
"819","Look bank","Late","Window want painting relationship administration citizen bank piece even beautiful out method","false"
"820","Factor evening","Social","Church kid help west million pick analysis with speak different situation","true"
"821","Bank quite","Part","List attention training might forward help office public statement","true"
"822","Still","Congress","Exist school without become Congress young politics during heavy other nothing down main","true"
"824","Operation look","Part","Land character until simply blood tonight fall peace want cause statement","true"
"825","Ago","Firm","Particular fund leader laugh room company task small","true"
"827","Successful make","Less","Leader individual science to author bad history still among event fish job","true"
"828","Hand","Quickly","Order interview now hospital firm area team indicate whether outside interesting unit skill","false"
"829","Trade political","Cell","Account still hard door moment expect","false"
"831","Human but","Study","A career Mrs ball much always already happen mean","true"
"832","Report","Social","World more speech increase radio wonder","false"
"833","Bag end","Throughout","Herself boy others billion effect special talk fish cut already","false"
"834","Out beautiful","Cell","Recently type star movement crime seem listen","true"
"835","Voice my","Study","Attention really central ball blue student","false"
"836","Treat result","Study","Everybody personal week stock bank choice number wind away unit military","true"
"838","Child","Contain","Become call mouth coach walk wall","true"
"839","White blood","Contain","Ready Democrat something everybody wife bar discussion difficult enjoy build south","true"
"840","Continue","Late","There area nation size your tree blue star despite pay especially finally","true"
"841","Power","Prevent","Surface treatment point performance human those growth yes item thousand","false"
"842","Loss baby","Part","Possible he that choose particular check","false"
"843","Natural pass","Consumer","Test choice board relate recent house bring car","false"
"844","Consumer nature","His","Increase condition pass bad miss section learn relate visit","true"
"845","Scene couple","Grow","Cell program skin attack you dinner learn support election data team five","false"
"846","Discuss my","Involve","Charge story hold live soldier miss","false"
"847","Growth rock","Late","Space piece maybe first eat federal develop real over individual position","true"
"848","Produce really","Late","Nothing trade return difficult sister occur walk police still effect shake understand","false"
"849","Name anyone","Part","Hear church stop wear mean glass","true"
"850","Color","Consumer","Heavy item wear wife but part Democrat wind specific work","false"
"851","Game","Always","Think purpose how opportunity hand during home partner actually feel","true"
"852","Set fight","Late","In vote blood environmental get try body begin","false"
"853","Recently cover","Generation","I he society become into system population generation think","true"
"854","Mind","Prevent","Face be nothing girl effect tough ground try","false"
"855","Chance church","His","Small year former stuff more billion financial tree foot","false"
"856","Three finish","Throughout","Majority third account form evening follow box significant decision","true"
"857","Far sit","Central","Smile believe section foreign know three","false"
"858","Ground","Involve","Down face rich she environment sit data officer road everyone everything","true"
"859","Choose personal","Less","Describe dog finally education physical traditional join both fight special actually size assume","false"
"860","Less","Money","Send American play know white people he exactly reflect best population learn successful","true"
"862","Government","Always","Agree population affect it age coach organization wall","false"
"863","Inside section","Table","Tonight two possible card eye for another","true"
"864","Main","Stage","Fast figure himself thus member simply bill up professor ground small","false"
"866","Detail seem","Rate","Already bar third practice soldier least safe audience together southern drug short will","false"
"867","International","Prevent","Per if smile I although tend hit seem standard","false"
"869","Effort perform","Firm","Animal receive share beautiful perhaps human edge local fine owner mean although boy until","false"
"870","Force","Rate","Where writer teach fear north mind","true"
"872","Would","Consumer","What certainly image place reality money until","false"
"873","Employee","Case","Them land behind program western management organization","false"
"874","It cultural","Less","Eat central arm society sometimes agreement operation teach set house statement","false"
"875","Group candidate","And","Push any pull leg mission war former space high likely opportunity if PM","true"
"876","Staff card","Late","Use top responsibility establish pass despite","true"
"877","Hour","Cell","Join order speak knowledge change hour","true"
"878","Middle the","Part","Section simple group training plant agent loss goal her continue","true"
"880","Oil","Prevent","Current response specific return less staff they drop former different","true"
"881","Act good","Money","Often how college bad watch forget growth maybe oil morning yet word every","false"
"882","Movement","Case","Like focus speech bring free always able suggest speech tax somebody stay","true"
"883","Total sister","Consumer","Physical official against because both drug month note institution along she","false"
"884","Certainly","Consumer","Cover course race road would account face not occur leader","false"
"886","Front voice","Rate","Experience whether share network performance money blue by benefit beat energy man so buy","true"
"888","Sell cell","Congress","Others smile wife middle but among","true"
"889","At new","Study","Size result place imagine about business provide group box high industry begin security","true"
"891","International born","Stage","Word least shoulder make certainly book quickly century bad other","false"
"892","Care be","Late","Wonder PM boy party policy fund more every","true"
"893","Plan","Prevent","Son although store economic himself easy own hotel number cover writer give","true"
"894","Suggest former","Generation","Later debate provide lot civil that","false"
"895","Result","Firm","Once show indeed fund statement only fast","false"
"896","Position","Contain","Mission however want discover add investment us look simple","false"
"897","Also","Less","New full do generation program record others there character street","false"
"898","Know","His","Trial public fund official movie under police admit student three yard","false"
"899","Across vote","Money","Range loss clear political than read staff second including certainly girl","false"
"900","Culture","Late","Happy skin analysis energy itself number baby recent","true"
"901","Yes analysis","Congress","Recently describe director task store lead admit value administration speak","false"
"902","Sit treatment","Involve","Bank group lead floor traditional should open","true"
"903","Improve practice","Part","Similar yard himself too sure lead detail listen effect rise shoulder feeling someone","true"
"904","Ten","Table","Exactly character special walk nothing describe cell would century maybe","false"
"905","Note model","Street","Type daughter always again whatever watch property war","true"
"906","Operation impact","Think","Painting dog provide subject group move return","true"
"907","Fast hair","Money","Take back with American find side good number such grow medical guess according","true"
"908","Feeling why","Consumer","Long drug song east purpose end site woman ever reflect whom so","false"
"909","Floor","Case","Minute much none adult event range believe street sort still difficult environmental","true"
"910","Push star","Across","Difference new discuss fear know head dark firm discover official","false"
"911","Word","Street","Project decade themselves option bag process science west","true"
"912","Show","Prevent","Certainly question provide central reduce security factor true run beat why radio","true"
"914","Yes","Always","His record front compare rest area series live tend law there","false"
"915","Receive bed","Throughout","Nothing property avoid center front seem serve any century","false"
"916","Subject science","Firm","At remember ground where music above","false"
"917","Interesting charge","Cell","Way without example anything eat care dinner red through hear fish","true"
"918","Word from","Consumer","Here question reflect scene represent radio system you wish","false"
"919","Middle","Part","Citizen you easy summer house way member begin camera fire certain expect","false"
"920","Watch writer","Involve","Anyone professional base quite air record like","true"
"921","Course","Cell","Ever kitchen participant expert administration not call stay","false"
"922","Listen social","And","Resource black four start machine manage because","false"
"924","Least","Training","President deal station sport card tough care","true"
"925","Figure support","Throughout","Wish game fall such material break","false"
"926","Present suffer","Rate","Responsibility likely official seem not store serious whole seat","true"
"927","Several turn","Quickly","Man thank ever market full field least success society","true"
"928","Seem machine","Rate","Right natural small direction life scene exist team think culture success","true"
"930","Receive","Quickly","Social people past staff fire manager what great ahead rest include despite wind","true"
"931","Six ready","Rate","Appear up bring market full talk service industry realize","false"
"932","Head natural","Stage","Pick heart more message economy send as truth","false"
"933","Summer natural","Social","Shoulder live movie ready one use near able","false"
"934","Mr door","Late","Nothing camera crime business show main raise commercial","false"
"935","Recognize represent","Throughout","Investment rich author friend need fill treat trade","true"
"936","Control","Late","Clear moment law if piece part however church network citizen nearly force","true"
"937","Resource","Rate","Service cut per without how most his high career grow necessary","true"
"938","Yeah cup","Case","Article apply attention south hot hear fear heavy party serve relationship","false"
"940","Pay","Table","Buy everybody well teach apply draw population north challenge true character","false"
"941","Several game","Base","Drive might employee ever teach as table put central upon","true"
"942","Stand","Congress","Name property opportunity west discover PM growth big create population stand reason control","true"
"943","Expect improve","Involve","Letter put push decade recent loss morning","false"
"944","So popular","Think","Father family her marriage fight make enjoy concern rest","false"
"945","Wrong","Money","Report well prepare view mouth change other left","false"
"947","Story send","Table","Prevent various bed poor view eight attorney attention remain","true"
"948","Catch most","Study","Debate gun science pass become various recognize success population service through","true"
"949","Party sit","Rate","Baby notice what available whether red trouble travel Democrat since mission issue middle","true"
"952","Than hand","Throughout","Nice subject above service tax customer difference others much loss customer yourself","false"
"953","Add nor","Money","Former point support attorney similar toward drop structure since process above performance","true"
"954","General there","Consumer","Somebody training cell situation religious eat unit participant among onto","false"
"955","Worker health","Stage","Tree current than somebody financial individual according purpose whether visit west","true"
"956","They","Central","Lose run reality until item throw we chance billion should gas bring role","false"
"957","Argue them","Always","Bit personal me court who challenge thank case seek","true"
"958","Light issue","Prevent","Financial clear house this charge national mother long seem out begin","true"
"959","Bring need","Think","Rich must hand job majority bad be over stand understand idea case wonder","false"
"960","Study once","Late","Star carry return bring pressure cover number pretty kid always write manage various","false"
"961","Young theory","Quickly","Police military offer exist threat peace page police sister may people","true"
"962","Way also","Think","Unit art forget positive send budget nearly most war both","true"
"963","Significant material","Always","Protect receive stuff carry himself million staff choose look","true"
"966","Threat treat","Think","Pick voice Democrat pattern speak about American ready area specific","false"
"967","Forget","Quickly","Wide once hold assume campaign then environment realize interest how out tree source","true"
"968","Full teacher","Generation","Agent same note position see born throw before since television computer daughter","true"
"969","Institution half","Generation","Include article form buy scene responsibility range factor itself address safe","false"
"970","Area term","Quickly","Success most forward say establish forget position western share site population prepare air","false"
"971","Professor","Less","Finish man enough rich follow idea onto none phone no concern me avoid","false"
"972","Risk","Rate","Clearly laugh ten news cultural arm final middle debate indicate meet rate onto opportunity","true"
"973","Growth shake","Prevent","New high poor last true half open also learn","false"
"974","Whether","Training","Chance short answer lawyer conference coach identify score exist","true"
"976","Compare letter","Across","Them join agree word total plant recently quality scene week manager enjoy","true"
"977","Degree music","Generation","South piece success bank eye letter may feeling person","true"
"978","Democratic then","Involve","Small opportunity church high level article ball test candidate","false"
"979","Visit paper","Stage","Business hand nation bit loss rate red television response draw","false"
"980","Peace professional","Generation","Provide commercial class feel win whether","false"
